/* DATA DESCRIPTION:
Citation:	Petit, Jean Robert; Jouzel, Jean (1999): Vostok ice core deuterium data for 420,000 years [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.55505
Related to:	Petit, Jean Robert; Jouzel, Jean; Raynaud, Dominique; Barkov, Nartsiss I; Barnola, Jean-Marc; Basile, Isabelle; Bender, Michael L; Chappellaz, Jérôme A; Davis, John C; Delaygue, Gilles; Delmotte, M; Kotlyakov, Vladimir; Legrand, Michel R; Lipenkov, Vladimir Ya; Lorius, C; Pepin, L; Ritz, Catherine; Saltzman, Eric S; Stiévenard, Michel (1999): Climate and atmospheric history of the past 420,000 years from the Vostok ice core, Antarctica. Nature, 399(6735), 429-436, https://doi.org/10.1038/20859
Coverage:	LATITUDE: -78.464420 * LONGITUDE: 106.837320
	DATE/TIME START: 1980-01-01T00:00:00 * DATE/TIME END: 1980-01-01T00:00:00
	MINIMUM DEPTH, ice/snow: 0 m * MAXIMUM DEPTH, ice/snow: 3310 m
Event(s):	Vostok * LATITUDE: -78.464420 * LONGITUDE: 106.837320 * DATE/TIME: 1980-01-01T00:00:00 * ELEVATION: 3488.0 m * Recovery: 2755 m * LOCATION: Antarctica * CAMPAIGN: Ice_core_diverse * BASIS: Sampling/drilling ice * METHOD/DEVICE: Drilling/drill rig (DRILL) * COMMENT: annual pressure 624 mbar; mean annual temperature -55.5°C; snow accumulation between 2.2 and
	22.5 g/cm**2/yr, about 250 ka
Comment:	Deuterium data is from core 3G between 138 and 2083 meters below surface (mbs) (with one long missing section between 312 and 320 mbs), from core 4G between 8 and 138 mbs and between 1920 and 2546 mbs and from core 5G between 2504 and 2757 mbs. Ash layers help to make link between cores. No correction was applied for 3G and 4G core taken as reference depth. For 5G samples, a value of 3.41 m have been added to the depth measured in the field below depth of 2500 m. The temperature change is calculated using a deuterium/temperature gradient of 9‰/°C after accounting for the isotopic change of sea-water. No correction for the influence of the geographical position of the ice was applied.
Parameter(s):	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE
	AGE [ka BP] (Age) * GEOCODE
	δ Deuterium [‰ SMOW] (δD) * PI: Jouzel, Jean (jean.jouzel@lsce.ipsl.fr) * COMMENT: Deuterium measurements have been performed on three adjacent cores 3G, 4G and 5G (see Figure 1 of Jouzel et al., 1996). It combines results successively published in Jouzel et al. (1987, 1993 and 1996). Deuterium values have been measured on ice samples of length comprised between 0.5 and 2 m (down to 2080 m) then every 1 m. Data was re-interpolated on 1m intervals afterwards. The ice recovery is 85% or higher. Measurement accuracy is of ± 0.5 per mil SMOW
	Temperature, difference [°C] (delta T) * PI: Petit, Jean Robert (jean-robert.petit@univ-grenoble-alpes.fr) * METHOD/DEVICE: Calculated
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	6622 data points
*/
Depth ice/snow [m]	Age [ka BP]	δD [‰ SMOW]	delta T [°C]
2193	164.385	-483.0	-8.46
2194	164.512	-483.7	-8.57
2195	164.642	-484.9	-8.77
2196	164.769	-480.9	-8.11
2197	164.894	-482.0	-8.29
2198	165.021	-482.9	-8.44
2199	165.148	-482.0	-8.30
2200	165.274	-482.1	-8.31
2201	165.399	-479.1	-7.82
2202	165.522	-480.1	-7.98
2203	165.646	-481.2	-8.17
2204	165.774	-483.6	-8.57
2205	165.903	-483.4	-8.53
2206	166.029	-480.0	-7.97
2207	166.155	-482.8	-8.44
2208	166.284	-482.5	-8.39
2209	166.411	-480.9	-8.12
2210	166.537	-482.2	-8.34
2211	166.662	-478.0	-7.65
2212	166.785	-479.5	-7.90
2213	166.909	-479.0	-7.82
2214	167.035	-482.8	-8.45
2215	167.164	-481.6	-8.25
2216	167.290	-480.0	-7.99
2217	167.414	-478.6	-7.76
2218	167.539	-479.8	-7.96
2219	167.664	-479.8	-7.96
2220	167.790	-480.3	-8.05
2221	167.915	-479.3	-7.89
2222	168.039	-477.3	-7.56
2223	168.159	-474.7	-7.13
2224	168.276	-471.8	-6.65
2225	168.391	-471.6	-6.62
2226	168.506	-473.3	-6.90
2227	168.623	-472.1	-6.71
2228	168.739	-473.5	-6.94
2229	168.857	-474.1	-7.05
2230	168.974	-471.3	-6.59
2231	169.088	-469.7	-6.33
2232	169.201	-469.7	-6.33
2233	169.314	-469.4	-6.29
2234	169.425	-466.5	-5.81
2235	169.531	-462.1	-5.08
2236	169.638	-466.6	-5.83
2237	169.750	-470.4	-6.47
2238	169.866	-472.8	-6.87
2239	169.983	-471.2	-6.61
2240	170.101	-473.6	-7.01
2241	170.221	-475.3	-7.30
2242	170.340	-471.7	-6.71
2243	170.455	-468.8	-6.23
2244	170.568	-467.7	-6.05
2245	170.683	-472.5	-6.85
2246	170.803	-474.9	-7.25
2247	170.922	-471.1	-6.61
2248	171.040	-473.5	-7.01
2249	171.165	-479.3	-7.97
2250	171.289	-473.5	-7.00
2251	171.405	-468.4	-6.16
2252	171.519	-469.1	-6.27
2253	171.638	-476.0	-7.41
2254	171.760	-472.8	-6.88
2255	171.880	-474.0	-7.08
2256	172.004	-477.5	-7.65
2257	172.132	-479.9	-8.05
2258	172.262	-480.5	-8.15
2259	172.393	-480.5	-8.14
2260	172.522	-476.8	-7.53
2261	172.647	-477.0	-7.56
2262	172.774	-477.5	-7.64
2263	172.900	-476.7	-7.51
2264	173.027	-478.0	-7.72
2265	173.153	-475.5	-7.31
2266	173.275	-473.0	-6.89
2267	173.397	-474.3	-7.11
2268	173.519	-473.4	-6.96
2269	173.642	-474.4	-7.13
2270	173.761	-469.4	-6.30
2271	173.875	-466.0	-5.74
2272	173.988	-467.0	-5.91
2273	174.105	-472.7	-6.86
2274	174.226	-472.0	-6.74
2275	174.344	-468.6	-6.18
2276	174.459	-467.6	-6.02
2277	174.573	-467.2	-5.95
2278	174.688	-468.0	-6.09
2279	174.804	-469.1	-6.27
2280	174.920	-467.0	-5.92
2281	175.034	-467.6	-6.02
2282	175.150	-468.3	-6.14
2283	175.266	-468.4	-6.16
2284	175.386	-472.5	-6.84
2285	175.509	-475.0	-7.25
2286	175.630	-468.0	-6.09
2287	175.746	-467.7	-6.04
2288	175.866	-473.5	-7.00
2289	175.991	-474.8	-7.22
2290	176.117	-474.9	-7.23
2291	176.244	-476.9	-7.56
2292	176.373	-475.5	-7.33
2293	176.501	-476.5	-7.50
2294	176.630	-477.0	-7.58
2295	176.759	-476.8	-7.54
2296	176.887	-474.7	-7.19
2297	177.015	-476.5	-7.49
2298	177.142	-474.0	-7.08
2299	177.268	-473.9	-7.06
2300	177.393	-472.8	-6.88
2301	177.517	-473.1	-6.92
2302	177.644	-476.0	-7.40
2303	177.773	-476.2	-7.44
2304	177.900	-473.2	-6.94
2305	178.026	-474.0	-7.07
2306	178.153	-475.1	-7.25
2307	178.283	-477.5	-7.64
2308	178.417	-480.8	-8.19
2309	178.554	-480.6	-8.15
2310	178.691	-481.4	-8.28
2311	178.830	-481.8	-8.35
2312	178.965	-476.7	-7.50
2313	179.093	-472.3	-6.77
2314	179.217	-471.6	-6.65
2315	179.342	-473.7	-7.00
2316	179.468	-472.7	-6.83
2317	179.590	-468.2	-6.08
2318	179.706	-463.5	-5.30
2319	179.820	-464.7	-5.49
2320	179.939	-470.1	-6.39
2321	180.060	-469.8	-6.34
2322	180.182	-469.9	-6.35
2323	180.304	-469.5	-6.28
2324	180.426	-470.5	-6.44
2325	180.546	-466.1	-5.71
2326	180.663	-465.7	-5.64
2327	180.780	-465.7	-5.64
2328	180.895	-463.8	-5.32
2329	181.011	-466.3	-5.73
2330	181.132	-471.8	-6.64
2331	181.259	-473.5	-6.92
2332	181.382	-466.8	-5.80
2333	181.502	-469.2	-6.20
2334	181.626	-472.7	-6.77
2335	181.753	-472.3	-6.71
2336	181.881	-473.8	-6.95
2337	182.011	-475.9	-7.30
2338	182.146	-479.4	-7.87
2339	182.284	-480.2	-8.00
2340	182.421	-477.3	-7.52
2341	182.556	-478.2	-7.66
2342	182.694	-480.7	-8.08
2343	182.830	-476.0	-7.29
2344	182.965	-478.5	-7.70
2345	183.102	-478.9	-7.77
2346	183.243	-483.8	-8.58
2347	183.386	-481.0	-8.11
2348	183.525	-478.2	-7.64
2349	183.664	-481.4	-8.17
2350	183.807	-481.6	-8.20
2351	183.948	-480.9	-8.08
2352	184.088	-479.2	-7.79
2353	184.229	-481.1	-8.10
2354	184.367	-476.7	-7.37
2355	184.501	-475.1	-7.10
2356	184.641	-484.9	-8.72
2357	184.787	-481.8	-8.21
2358	184.928	-479.1	-7.75
2359	185.069	-481.2	-8.10
2360	185.212	-482.0	-8.23
2361	185.354	-479.1	-7.75
2362	185.494	-480.3	-7.94
2363	185.640	-485.0	-8.72
2364	185.788	-483.6	-8.49
2365	185.931	-478.5	-7.64
2366	186.071	-480.1	-7.90
2367	186.213	-480.6	-7.98
2368	186.356	-480.4	-7.95
2369	186.499	-481.6	-8.14
2370	186.642	-478.8	-7.68
2371	186.784	-481.3	-8.09
2372	186.927	-480.4	-7.94
2373	187.067	-476.9	-7.36
2374	187.204	-476.4	-7.27
2375	187.343	-479.3	-7.75
2376	187.486	-481.7	-8.14
2377	187.630	-479.5	-7.78
2378	187.770	-477.4	-7.42
2379	187.907	-475.0	-7.01
2380	188.042	-475.2	-7.03
2381	188.181	-480.3	-7.87
2382	188.324	-480.2	-7.84
2383	188.467	-479.0	-7.63
2384	188.609	-480.8	-7.92
2385	188.752	-478.4	-7.51
2386	188.892	-478.2	-7.46
2387	189.030	-476.1	-7.10
2388	189.165	-473.4	-6.64
2389	189.297	-472.5	-6.48
2390	189.431	-476.2	-7.08
2391	189.568	-475.9	-7.02
2392	189.702	-473.6	-6.63
2393	189.832	-470.0	-6.02
2394	189.961	-471.6	-6.27
2395	190.092	-473.0	-6.49
2396	190.222	-470.1	-6.00
2397	190.348	-467.8	-5.61
2398	190.469	-463.2	-4.84
2399	190.587	-463.0	-4.79
2400	190.705	-462.6	-4.72
2401	190.822	-461.4	-4.51
2402	190.934	-456.0	-3.60
2403	191.043	-456.5	-3.68
2404	191.156	-462.3	-4.63
2405	191.276	-465.7	-5.18
2406	191.398	-466.8	-5.35
2407	191.522	-467.8	-5.51
2408	191.647	-468.1	-5.55
2409	191.771	-467.0	-5.36
2410	191.895	-467.7	-5.46
2411	192.018	-464.8	-4.97
2412	192.138	-464.0	-4.83
2413	192.258	-465.2	-5.02
2414	192.382	-468.2	-5.51
2415	192.509	-470.3	-5.85
2416	192.638	-471.3	-6.01
2417	192.768	-471.1	-5.97
2418	192.895	-467.4	-5.35
2419	193.022	-470.4	-5.84
2420	193.152	-472.7	-6.21
2421	193.285	-473.1	-6.28
2422	193.421	-476.2	-6.78
2423	193.556	-473.0	-6.25
2424	193.687	-469.6	-5.68
2425	193.816	-470.9	-5.89
2426	193.946	-470.9	-5.88
2427	194.075	-469.4	-5.63
2428	194.201	-466.8	-5.19
2429	194.324	-464.5	-4.80
2430	194.444	-462.9	-4.53
2431	194.565	-465.5	-4.96
2432	194.687	-464.5	-4.79
2433	194.806	-461.2	-4.23
2434	194.926	-466.3	-5.07
2435	195.051	-467.2	-5.22
2436	195.175	-465.3	-4.90
2437	195.298	-464.8	-4.81
2438	195.420	-465.5	-4.92
2439	195.546	-468.9	-5.48
2440	195.676	-471.3	-5.88
2441	195.808	-471.8	-5.95
2442	195.940	-470.8	-5.78
2443	196.071	-470.5	-5.73
2444	196.202	-469.7	-5.59
2445	196.332	-470.5	-5.72
2446	196.463	-470.5	-5.72
2447	196.593	-468.9	-5.45
2448	196.722	-468.5	-5.37
2449	196.846	-463.2	-4.49
2450	196.965	-460.5	-4.04
2451	197.086	-465.5	-4.86
2452	197.211	-467.4	-5.17
2453	197.338	-466.2	-4.97
2454	197.462	-465.1	-4.79
2455	197.587	-465.6	-4.87
2456	197.711	-465.4	-4.83
2457	197.833	-462.2	-4.30
2458	197.954	-463.3	-4.48
2459	198.075	-460.8	-4.07
2460	198.192	-459.5	-3.85
2461	198.309	-459.2	-3.80
2462	198.426	-459.3	-3.81
2463	198.542	-458.5	-3.68
2464	198.656	-455.6	-3.20
2465	198.768	-456.2	-3.29
2466	198.881	-454.9	-3.08
2467	198.992	-454.2	-2.96
2468	199.104	-456.7	-3.37
2469	199.220	-459.5	-3.84
2470	199.337	-458.2	-3.62
2471	199.452	-456.9	-3.40
2472	199.567	-458.3	-3.63
2473	199.682	-455.5	-3.17
2474	199.793	-453.2	-2.80
2475	199.904	-454.1	-2.95
2476	200.015	-452.4	-2.68
2477	200.124	-453.0	-2.78
2478	200.236	-454.7	-3.07
2479	200.345	-449.6	-2.23
2480	200.451	-448.3	-2.02
2481	200.558	-450.7	-2.42
2482	200.666	-451.0	-2.48
2483	200.776	-453.0	-2.82
2484	200.887	-453.1	-2.84
2485	200.998	-452.7	-2.78
2486	201.109	-451.5	-2.59
2487	201.216	-447.3	-1.90
2488	201.319	-444.8	-1.49
2489	201.423	-447.6	-1.96
2490	201.529	-448.5	-2.11
2491	201.635	-447.7	-1.99
2492	201.742	-449.3	-2.26
2493	201.849	-448.2	-2.08
2494	201.957	-449.7	-2.34
2495	202.065	-447.7	-2.02
2496	202.169	-444.7	-1.53
2497	202.275	-449.9	-2.40
2498	202.386	-451.0	-2.59
2499	202.496	-450.5	-2.51
2500	202.607	-450.6	-2.54
2501	202.717	-449.4	-2.35
2502	202.826	-449.0	-2.29
2503	202.936	-450.2	-2.49
2504	203.046	-449.5	-2.38
2505	203.155	-447.0	-1.98
2506	203.262	-446.5	-1.90
2507	203.370	-449.1	-2.34
2508	203.481	-450.4	-2.56
2509	203.592	-449.6	-2.43
2510	203.704	-451.4	-2.73
2511	203.818	-452.5	-2.92
2512	203.933	-453.1	-3.03
2513	204.049	-453.5	-3.10
2514	204.164	-451.1	-2.71
2515	204.278	-451.9	-2.84
2516	204.394	-454.3	-3.25
2517	204.512	-453.8	-3.17
2518	204.629	-452.4	-2.94
2519	204.743	-450.1	-2.56
2520	204.857	-451.4	-2.78
2521	204.973	-453.7	-3.17
2522	205.092	-456.0	-3.55
2523	205.214	-456.8	-3.69
2524	205.336	-456.7	-3.68
2525	205.458	-456.4	-3.63
2526	205.582	-458.3	-3.95
2527	205.708	-460.1	-4.25
2528	205.836	-460.7	-4.35
2529	205.965	-461.3	-4.45
2530	206.097	-464.3	-4.95
2531	206.232	-464.9	-5.05
2532	206.366	-462.6	-4.67
2533	206.496	-460.9	-4.39
2534	206.627	-462.3	-4.62
2535	206.759	-462.5	-4.65
2536	206.890	-460.2	-4.27
2537	207.019	-460.8	-4.37
2538	207.149	-460.3	-4.29
2539	207.278	-460.4	-4.31
2540	207.409	-461.5	-4.49
2541	207.540	-460.8	-4.37
2542	207.671	-461.4	-4.47
2543	207.803	-461.7	-4.51
2544	207.933	-459.3	-4.11
2545	208.061	-458.8	-4.02
2546	208.191	-460.8	-4.35
2547	208.319	-456.9	-3.70
2548	208.445	-457.6	-3.81
2549	208.571	-456.8	-3.68
2550	208.696	-456.3	-3.59
2551	208.821	-456.4	-3.60
2552	208.946	-456.1	-3.55
2553	209.072	-457.0	-3.70
2554	209.195	-453.2	-3.06
2555	209.315	-452.1	-2.88
2556	209.436	-453.9	-3.17
2557	209.560	-456.2	-3.55
2558	209.686	-457.3	-3.73
2559	209.812	-455.8	-3.48
2560	209.938	-456.4	-3.58
2561	210.062	-453.4	-3.07
2562	210.182	-450.0	-2.51
2563	210.300	-450.8	-2.64
2564	210.418	-451.0	-2.67
2565	210.538	-452.5	-2.91
2566	210.659	-451.8	-2.79
2567	210.777	-449.0	-2.33
2568	210.893	-447.9	-2.14
2569	211.009	-448.3	-2.21
2570	211.127	-450.9	-2.64
2571	211.246	-451.1	-2.67
2572	211.366	-450.5	-2.56
2573	211.485	-450.3	-2.53
2574	211.603	-448.8	-2.28
2575	211.721	-450.8	-2.61
2576	211.842	-452.0	-2.80
2577	211.960	-447.2	-2.00
2578	212.075	-447.4	-2.03
2579	212.190	-446.1	-1.81
2580	212.305	-448.3	-2.17
2581	212.422	-447.7	-2.07
2582	212.538	-447.5	-2.03
2583	212.653	-445.2	-1.65
2584	212.766	-445.1	-1.63
2585	212.881	-447.8	-2.07
2586	212.996	-445.3	-1.65
2587	213.109	-444.4	-1.50
2588	213.223	-447.2	-1.96
2589	213.338	-446.0	-1.76
2590	213.453	-445.5	-1.67
2591	213.567	-446.4	-1.82
2592	213.684	-447.8	-2.06
2593	213.799	-444.1	-1.45
2594	213.911	-443.5	-1.35
2595	214.024	-444.9	-1.58
2596	214.138	-444.4	-1.50
2597	214.251	-443.8	-1.40
2598	214.364	-443.8	-1.41
2599	214.478	-445.0	-1.61
2600	214.592	-444.8	-1.58
2601	214.706	-443.5	-1.36
2602	214.819	-443.0	-1.29
2603	214.932	-443.6	-1.39
2604	215.047	-445.2	-1.67
2605	215.161	-443.5	-1.40
2606	215.274	-442.5	-1.24
2607	215.386	-441.1	-1.02
2608	215.497	-440.4	-0.91
2609	215.608	-442.2	-1.22
2610	215.723	-445.3	-1.74
2611	215.839	-443.5	-1.45
2612	215.955	-445.5	-1.79
2613	216.075	-448.4	-2.28
2614	216.197	-449.0	-2.39
2615	216.319	-447.3	-2.11
2616	216.439	-447.4	-2.14
2617	216.560	-447.1	-2.10
2618	216.678	-442.8	-1.39
2619	216.792	-440.7	-1.05
2620	216.904	-440.2	-0.97
2621	217.018	-441.7	-1.23
2622	217.131	-440.7	-1.07
2623	217.244	-439.4	-0.86
2624	217.356	-440.3	-1.02
2625	217.470	-440.9	-1.13
2626	217.584	-441.3	-1.20
2627	217.699	-441.1	-1.18
2628	217.817	-447.1	-2.18
2629	217.939	-446.2	-2.04
2630	218.060	-445.0	-1.85
2631	218.181	-445.7	-1.97
2632	218.303	-446.3	-2.08
2633	218.426	-447.0	-2.20
2634	218.551	-449.5	-2.62
2635	218.681	-453.1	-3.23
2636	218.814	-452.9	-3.20
2637	218.946	-451.3	-2.94
2638	219.076	-451.0	-2.90
2639	219.207	-451.4	-2.98
2640	219.339	-452.5	-3.17
2641	219.472	-453.5	-3.35
2642	219.605	-450.4	-2.84
2643	219.738	-453.8	-3.42
2644	219.878	-459.5	-4.37
2645	220.023	-459.1	-4.31
2646	220.167	-458.5	-4.23
2647	220.312	-459.7	-4.43
2648	220.461	-463.0	-4.99
2649	220.613	-462.0	-4.84
2650	220.761	-459.0	-4.35
2651	220.907	-459.8	-4.49
2652	221.058	-463.0	-5.03
2653	221.210	-462.1	-4.89
2654	221.363	-462.4	-4.95
2655	221.520	-467.4	-5.78
2656	221.684	-469.8	-6.19
2657	221.850	-468.7	-6.02
2658	222.015	-468.9	-6.06
2659	222.182	-469.8	-6.21
2660	222.355	-474.9	-7.07
2661	222.535	-476.2	-7.29
2662	222.711	-471.3	-6.49
2663	222.885	-473.0	-6.78
2664	223.062	-474.5	-7.02
2665	223.240	-473.7	-6.89
2666	223.420	-476.2	-7.30
2667	223.605	-478.2	-7.63
2668	223.792	-478.0	-7.60
2669	223.979	-477.7	-7.55
2670	224.164	-476.6	-7.36
2671	224.351	-478.3	-7.64
2672	224.536	-475.6	-7.19
2673	224.716	-472.4	-6.66
2674	224.888	-467.8	-5.89
2675	225.058	-469.8	-6.22
2676	225.229	-469.7	-6.20
2677	225.399	-467.8	-5.88
2678	225.562	-462.5	-4.99
2679	225.726	-468.4	-5.96
2680	225.900	-472.2	-6.59
2681	226.072	-467.0	-5.72
2682	226.238	-466.2	-5.58
2683	226.408	-469.8	-6.17
2684	226.582	-470.8	-6.33
2685	226.758	-472.1	-6.53
2686	226.939	-475.2	-7.04
2687	227.128	-479.2	-7.70
2688	227.321	-478.8	-7.62
2689	227.512	-476.3	-7.19
2690	227.699	-475.9	-7.12
2691	227.883	-474.1	-6.81
2692	228.064	-472.3	-6.50
2693	228.241	-469.4	-6.01
2694	228.416	-470.6	-6.19
2695	228.596	-474.4	-6.81
2696	228.783	-477.6	-7.33
2697	228.974	-477.7	-7.34
2698	229.165	-476.9	-7.19
2699	229.354	-475.9	-7.01
2700	229.541	-475.2	-6.89
2701	229.726	-474.2	-6.71
2702	229.909	-472.1	-6.34
2703	230.088	-471.0	-6.15
2704	230.264	-469.3	-5.85
2705	230.440	-471.3	-6.17
2706	230.618	-470.0	-5.94
2707	230.794	-470.2	-5.96
2708	230.972	-471.1	-6.09
2709	231.146	-466.8	-5.37
2710	231.315	-465.6	-5.15
2711	231.482	-465.2	-5.07
2712	231.649	-464.7	-4.98
2713	231.815	-464.5	-4.93
2714	231.979	-462.2	-4.54
2715	232.140	-461.3	-4.38
2716	232.299	-460.4	-4.21
2717	232.458	-460.9	-4.29
2718	232.617	-460.2	-4.16
2719	232.774	-458.8	-3.91
2720	232.930	-458.2	-3.80
2721	233.083	-456.1	-3.44
2722	233.236	-457.5	-3.66
2723	233.390	-457.9	-3.71
2724	233.542	-455.2	-3.26
2725	233.691	-452.9	-2.87
2726	233.836	-451.2	-2.59
2727	233.979	-449.6	-2.33
2728	234.122	-452.3	-2.78
2729	234.268	-451.6	-2.66
2730	234.411	-448.9	-2.22
2731	234.552	-448.9	-2.22
2732	234.694	-449.1	-2.25
2733	234.837	-451.5	-2.65
2734	234.984	-452.2	-2.77
2735	235.129	-450.2	-2.44
2736	235.271	-447.1	-1.93
2737	235.411	-447.0	-1.92
2738	235.552	-448.9	-2.24
2739	235.694	-448.2	-2.13
2740	235.836	-448.0	-2.11
2741	235.977	-446.6	-1.89
2742	236.114	-443.9	-1.45
2743	236.250	-443.6	-1.40
2744	236.385	-441.8	-1.11
2745	236.518	-442.1	-1.17
2746	236.652	-441.9	-1.15
2747	236.785	-440.6	-0.94
2748	236.916	-438.5	-0.60
2749	237.043	-434.2	0.10
2750	237.166	-433.8	0.16
2751	237.288	-431.8	0.48
2752	237.410	-432.5	0.36
2753	237.529	-428.4	1.03
2754	237.643	-424.1	1.73
2755	237.755	-424.0	1.74
2756	237.866	-422.4	1.99
2757	237.975	-421.1	2.20
2758	238.084	-421.7	2.09
2759	238.194	-422.8	1.90
2760	238.306	-423.6	1.75
2761	238.419	-424.1	1.66
2762	238.532	-424.7	1.55
2763	238.647	-426.1	1.30
2764	238.764	-427.1	1.12
2765	238.883	-427.8	0.99
2766	239.003	-429.5	0.69
2767	239.125	-430.2	0.56
2768	239.248	-430.7	0.46
2769	239.375	-434.4	-0.18
2770	239.506	-436.5	-0.54
2771	239.642	-440.9	-1.29
2772	239.784	-443.6	-1.76
2773	239.931	-446.2	-2.22
2774	240.080	-445.5	-2.12
2775	240.231	-448.2	-2.59
2776	240.387	-451.1	-3.09
2777	240.548	-453.0	-3.43
2778	240.711	-453.6	-3.55
2779	240.877	-455.3	-3.85
2780	241.048	-457.1	-4.17
2781	241.224	-460.9	-4.82
2782	241.406	-463.3	-5.23
2783	241.596	-466.6	-5.80
2784	241.792	-469.0	-6.21
2785	241.991	-468.3	-6.10
2786	242.187	-466.8	-5.86
2787	242.382	-466.4	-5.80
2788	242.576	-466.0	-5.74
2789	242.770	-465.4	-5.65
2790	242.959	-461.6	-5.02
2791	243.144	-461.0	-4.93
2792	243.330	-462.5	-5.18
2793	243.519	-464.2	-5.46
2794	243.714	-467.0	-5.93
2795	243.916	-469.7	-6.38
2796	244.124	-472.4	-6.82
2797	244.337	-473.1	-6.94
2798	244.551	-473.6	-7.02
2799	244.767	-473.9	-7.07
2800	244.983	-473.3	-6.97
2801	245.196	-471.8	-6.72
2802	245.407	-471.0	-6.58
2803	245.618	-471.8	-6.71
2804	245.834	-474.7	-7.19
2805	246.053	-474.0	-7.07
2806	246.269	-472.8	-6.86
2807	246.485	-472.6	-6.83
2808	246.700	-472.3	-6.78
2809	246.917	-474.1	-7.07
2810	247.135	-473.2	-6.92
2811	247.351	-471.3	-6.60
2812	247.566	-472.4	-6.78
2813	247.785	-474.5	-7.13
2814	248.007	-474.5	-7.13
2815	248.229	-474.3	-7.10
2816	248.453	-475.9	-7.36
2817	248.680	-476.2	-7.41
2818	248.907	-475.2	-7.24
2819	249.128	-472.3	-6.76
2820	249.345	-470.8	-6.51
2821	249.560	-470.6	-6.48
2822	249.772	-468.4	-6.11
2823	249.984	-470.1	-6.39
2824	250.199	-470.9	-6.52
2825	250.413	-468.8	-6.17
2826	250.618	-463.6	-5.31
2827	250.818	-463.5	-5.29
2828	251.021	-466.1	-5.72
2829	251.231	-469.8	-6.34
2830	251.448	-470.7	-6.48
2831	251.666	-470.8	-6.50
2832	251.883	-469.3	-6.25
2833	252.102	-472.6	-6.79
2834	252.329	-474.8	-7.16
2835	252.553	-470.8	-6.49
2836	252.769	-467.9	-6.01
2837	252.986	-471.2	-6.55
2838	253.213	-474.7	-7.13
2839	253.442	-473.5	-6.93
2840	253.670	-473.2	-6.88
2841	253.896	-471.7	-6.63
2842	254.121	-472.4	-6.75
2843	254.345	-470.6	-6.45
2844	254.560	-465.5	-5.60
2845	254.767	-462.7	-5.14
2846	254.972	-464.3	-5.41
2847	255.183	-466.4	-5.77
2848	255.399	-468.7	-6.16
2849	255.620	-470.1	-6.39
2850	255.844	-470.3	-6.43
2851	256.068	-469.8	-6.36
2852	256.294	-471.8	-6.69
2853	256.525	-473.3	-6.95
2854	256.759	-473.2	-6.93
2855	256.994	-474.4	-7.13
2856	257.234	-476.1	-7.42
2857	257.479	-477.1	-7.58
2858	257.726	-477.8	-7.70
2859	257.975	-478.7	-7.85
2860	258.224	-476.6	-7.50
2861	258.471	-477.6	-7.67
2862	258.723	-479.7	-8.01
2863	258.978	-479.5	-7.98
2864	259.235	-480.2	-8.09
2865	259.492	-480.0	-8.05
2866	259.750	-479.6	-7.99
2867	260.009	-481.5	-8.30
2868	260.272	-481.6	-8.31
2869	260.536	-481.3	-8.26
2870	260.801	-482.9	-8.52
2871	261.069	-482.4	-8.43
2872	261.336	-482.4	-8.43
2873	261.602	-481.0	-8.19
2874	261.865	-480.8	-8.16
2875	262.131	-482.4	-8.42
2876	262.399	-481.7	-8.30
2877	262.665	-481.2	-8.21
2878	262.933	-482.5	-8.42
2879	263.201	-480.8	-8.13
2880	263.466	-480.5	-8.08
2881	263.732	-481.9	-8.30
2882	264.004	-483.3	-8.53
2883	264.273	-479.7	-7.93
2884	264.533	-477.3	-7.52
2885	264.792	-479.4	-7.86
2886	265.055	-479.4	-7.85
2887	265.321	-481.1	-8.13
2888	265.595	-483.8	-8.57
2889	265.865	-479.1	-7.78
2890	266.123	-475.5	-7.18
2891	266.380	-478.1	-7.61
2892	266.643	-479.0	-7.75
2893	266.905	-477.8	-7.54
2894	267.167	-478.5	-7.66
2895	267.431	-478.5	-7.65
2896	267.692	-476.3	-7.28
2897	267.946	-473.8	-6.86
2898	268.194	-472.2	-6.59
2899	268.435	-468.4	-5.96
2900	268.677	-472.4	-6.61
2901	268.926	-473.4	-6.77
2902	269.178	-473.8	-6.84
2903	269.429	-472.7	-6.65
2904	269.678	-472.4	-6.59
2905	269.926	-471.7	-6.47
2906	270.169	-468.6	-5.95
2907	270.409	-469.0	-6.00
2908	270.648	-467.8	-5.80
2909	270.883	-465.7	-5.44
2910	271.114	-464.9	-5.30
2911	271.347	-467.1	-5.65
2912	271.584	-467.7	-5.74
2913	271.822	-467.3	-5.65
2914	272.053	-462.3	-4.80
2915	272.276	-461.2	-4.60
2916	272.500	-463.2	-4.90
2917	272.724	-461.8	-4.65
2918	272.946	-460.6	-4.43
2919	273.166	-460.3	-4.35
2920	273.385	-460.3	-4.33
2921	273.605	-460.4	-4.33
2922	273.827	-461.8	-4.55
2923	274.048	-459.2	-4.10
2924	274.263	-457.7	-3.84
2925	274.477	-457.6	-3.80
2926	274.692	-458.6	-3.95
2927	274.909	-458.7	-3.95
2928	275.127	-459.8	-4.13
2929	275.344	-457.5	-3.73
